Trial,Bandit,Reward,Algorithm
101,3,2.7925570747937867,EpsilonGreedy Algorithm
102,3,5.154757331386501,EpsilonGreedy Algorithm
103,3,4.165552762876954,EpsilonGreedy Algorithm
104,3,5.672537803740037,EpsilonGreedy Algorithm
105,3,4.648969715931037,EpsilonGreedy Algorithm
106,3,3.3967228340644975,EpsilonGreedy Algorithm
107,3,3.231638168230014,EpsilonGreedy Algorithm
108,3,2.1145509644721274,EpsilonGreedy Algorithm
109,3,2.4763962907691806,EpsilonGreedy Algorithm
110,3,2.2885472822088997,EpsilonGreedy Algorithm
111,3,3.434155421645198,EpsilonGreedy Algorithm
112,3,4.139043049226995,EpsilonGreedy Algorithm
113,3,4.302070595463424,EpsilonGreedy Algorithm
114,3,5.372453767257886,EpsilonGreedy Algorithm
115,3,3.5841063254460455,EpsilonGreedy Algorithm
116,3,3.742271988532424,EpsilonGreedy Algorithm
117,3,4.538160974599132,EpsilonGreedy Algorithm
118,3,5.182120227136997,EpsilonGreedy Algorithm
119,3,3.999819265408747,EpsilonGreedy Algorithm
120,3,2.2517645615046202,EpsilonGreedy Algorithm
121,3,3.5452123713661243,EpsilonGreedy Algorithm
122,3,4.115881828811884,EpsilonGreedy Algorithm
123,3,4.258119300072338,EpsilonGreedy Algorithm
124,3,5.24501762266814,EpsilonGreedy Algorithm
125,3,4.064483396864274,EpsilonGreedy Algorithm
126,3,2.6864147080009273,EpsilonGreedy Algorithm
127,3,4.944805133517634,EpsilonGreedy Algorithm
128,3,4.198746696941387,EpsilonGreedy Algorithm
129,3,5.398769581829015,EpsilonGreedy Algorithm
130,3,2.563766248343609,EpsilonGreedy Algorithm
131,3,3.278450330452407,EpsilonGreedy Algorithm
132,3,3.098636071836626,EpsilonGreedy Algorithm
133,3,4.083144016325527,EpsilonGreedy Algorithm
134,3,5.350978192261682,EpsilonGreedy Algorithm
135,3,4.915620576751899,EpsilonGreedy Algorithm
136,3,2.9112459882823165,EpsilonGreedy Algorithm
137,3,4.473818925070773,EpsilonGreedy Algorithm
138,3,4.466249869854295,EpsilonGreedy Algorithm
139,3,3.8778965389579,EpsilonGreedy Algorithm
140,3,3.6842798076942493,EpsilonGreedy Algorithm
141,3,2.5800462649162395,EpsilonGreedy Algorithm
142,3,4.2304539371976375,EpsilonGreedy Algorithm
143,3,3.2241858872866422,EpsilonGreedy Algorithm
144,3,4.026126211689752,EpsilonGreedy Algorithm
145,3,3.8065974188851732,EpsilonGreedy Algorithm
146,3,6.090778227657357,EpsilonGreedy Algorithm
147,3,4.444179689893455,EpsilonGreedy Algorithm
148,3,4.7814175806340184,EpsilonGreedy Algorithm
149,3,4.864046025143241,EpsilonGreedy Algorithm
150,3,3.8861382812108256,EpsilonGreedy Algorithm
151,3,4.073333351821015,EpsilonGreedy Algorithm
152,3,3.0930909619529228,EpsilonGreedy Algorithm
153,3,5.124274060269774,EpsilonGreedy Algorithm
154,3,3.612456446953677,EpsilonGreedy Algorithm
155,3,2.565566225458931,EpsilonGreedy Algorithm
156,3,5.259077401127854,EpsilonGreedy Algorithm
157,3,3.0442586562762433,EpsilonGreedy Algorithm
158,3,3.617801951907332,EpsilonGreedy Algorithm
159,3,5.214474933751219,EpsilonGreedy Algorithm
160,3,3.5580144128112945,EpsilonGreedy Algorithm
161,3,3.3114197785123967,EpsilonGreedy Algorithm
162,3,4.5850242020124305,EpsilonGreedy Algorithm
163,3,1.909647970759556,EpsilonGreedy Algorithm
164,3,3.3488791822789707,EpsilonGreedy Algorithm
165,3,3.208093359730044,EpsilonGreedy Algorithm
166,3,3.751480759648912,EpsilonGreedy Algorithm
167,3,3.4388123228023892,EpsilonGreedy Algorithm
168,3,4.564926002645036,EpsilonGreedy Algorithm
169,3,4.244951779218045,EpsilonGreedy Algorithm
170,3,2.50244131528909,EpsilonGreedy Algorithm
171,3,3.169587245536505,EpsilonGreedy Algorithm
172,3,5.718281781163042,EpsilonGreedy Algorithm
173,3,3.1001444979172694,EpsilonGreedy Algorithm
174,3,4.358608469002878,EpsilonGreedy Algorithm
175,3,4.7519817803930495,EpsilonGreedy Algorithm
176,3,3.573272500709011,EpsilonGreedy Algorithm
177,3,4.092721071250617,EpsilonGreedy Algorithm
178,3,2.812686186448505,EpsilonGreedy Algorithm
179,3,3.4944361093085456,EpsilonGreedy Algorithm
180,3,3.143152844449935,EpsilonGreedy Algorithm
181,3,2.5766242184486776,EpsilonGreedy Algorithm
182,3,4.392749861044926,EpsilonGreedy Algorithm
183,3,5.860362705561018,EpsilonGreedy Algorithm
184,3,5.678982181188836,EpsilonGreedy Algorithm
185,3,3.7507785995593865,EpsilonGreedy Algorithm
186,3,4.40151994115578,EpsilonGreedy Algorithm
187,3,3.5295236054816357,EpsilonGreedy Algorithm
188,3,3.8108477798270455,EpsilonGreedy Algorithm
189,3,2.1862280841231927,EpsilonGreedy Algorithm
190,3,2.966937267620394,EpsilonGreedy Algorithm
191,3,3.345811557980258,EpsilonGreedy Algorithm
192,3,2.644889130800316,EpsilonGreedy Algorithm
193,3,4.495933603342939,EpsilonGreedy Algorithm
194,3,3.9426616967369714,EpsilonGreedy Algorithm
195,3,4.546076145558721,EpsilonGreedy Algorithm
196,3,4.325171374292895,EpsilonGreedy Algorithm
197,3,4.274702087597903,EpsilonGreedy Algorithm
198,3,3.691155281830157,EpsilonGreedy Algorithm
199,3,2.8739195729311198,EpsilonGreedy Algorithm
200,3,4.9746461289269135,EpsilonGreedy Algorithm
201,3,2.7404906313607373,EpsilonGreedy Algorithm
202,3,5.38069497917353,EpsilonGreedy Algorithm
203,3,2.9747805040045012,EpsilonGreedy Algorithm
204,3,4.066004023696622,EpsilonGreedy Algorithm
205,3,3.0534801190566103,EpsilonGreedy Algorithm
206,3,3.350226950425321,EpsilonGreedy Algorithm
207,3,2.9766944175391155,EpsilonGreedy Algorithm
208,3,2.865259630772043,EpsilonGreedy Algorithm
209,3,3.9825259587812125,EpsilonGreedy Algorithm
210,3,3.468544408732221,EpsilonGreedy Algorithm
211,3,3.4054514381452146,EpsilonGreedy Algorithm
212,3,4.667785933868627,EpsilonGreedy Algorithm
213,3,5.458951221920168,EpsilonGreedy Algorithm
214,3,4.947745180408726,EpsilonGreedy Algorithm
215,3,5.254132621149688,EpsilonGreedy Algorithm
216,3,5.145929003681093,EpsilonGreedy Algorithm
217,3,3.7711816968622447,EpsilonGreedy Algorithm
218,3,3.316053458051532,EpsilonGreedy Algorithm
219,3,3.427484320031137,EpsilonGreedy Algorithm
220,3,5.295480683832222,EpsilonGreedy Algorithm
221,3,4.335270665131675,EpsilonGreedy Algorithm
222,3,3.348098775951245,EpsilonGreedy Algorithm
223,3,2.3969812980169474,EpsilonGreedy Algorithm
224,3,5.088417063395932,EpsilonGreedy Algorithm
225,3,3.116420345107906,EpsilonGreedy Algorithm
226,3,3.8612968357187225,EpsilonGreedy Algorithm
227,3,4.548708766801162,EpsilonGreedy Algorithm
228,3,3.3910371188303925,EpsilonGreedy Algorithm
229,3,2.669196449196289,EpsilonGreedy Algorithm
230,3,4.522956435712744,EpsilonGreedy Algorithm
231,3,3.8735709998731767,EpsilonGreedy Algorithm
232,3,1.9291788023640914,EpsilonGreedy Algorithm
233,3,3.937637246276679,EpsilonGreedy Algorithm
234,3,4.228000462024797,EpsilonGreedy Algorithm
235,3,3.496077395541315,EpsilonGreedy Algorithm
236,3,3.7267270592873096,EpsilonGreedy Algorithm
237,3,4.1782378975888435,EpsilonGreedy Algorithm
238,3,4.349618426002663,EpsilonGreedy Algorithm
239,3,3.140720474047428,EpsilonGreedy Algorithm
240,3,4.2264123086485705,EpsilonGreedy Algorithm
241,3,3.5925024495814237,EpsilonGreedy Algorithm
242,3,4.574526414355658,EpsilonGreedy Algorithm
243,3,3.209030278600844,EpsilonGreedy Algorithm
244,3,4.801369650929879,EpsilonGreedy Algorithm
245,3,5.89981496602006,EpsilonGreedy Algorithm
246,3,3.269318866178305,EpsilonGreedy Algorithm
247,3,3.415060566748426,EpsilonGreedy Algorithm
248,3,2.8812964682590616,EpsilonGreedy Algorithm
249,3,5.189309581580741,EpsilonGreedy Algorithm
250,3,3.6274345315346332,EpsilonGreedy Algorithm
251,3,2.3428476238531024,EpsilonGreedy Algorithm
252,3,4.2286510344853,EpsilonGreedy Algorithm
253,3,4.529442368711477,EpsilonGreedy Algorithm
254,3,4.907996534163711,EpsilonGreedy Algorithm
255,3,5.82811467296658,EpsilonGreedy Algorithm
256,3,5.0139708316333,EpsilonGreedy Algorithm
257,3,3.4896506311166022,EpsilonGreedy Algorithm
258,3,3.9960707971289215,EpsilonGreedy Algorithm
259,0,0.8017544549598029,EpsilonGreedy Algorithm
260,3,2.614112918306871,EpsilonGreedy Algorithm
261,3,3.853253150194572,EpsilonGreedy Algorithm
262,3,3.7093643632841165,EpsilonGreedy Algorithm
263,3,3.5060215924700753,EpsilonGreedy Algorithm
264,3,2.854094794724219,EpsilonGreedy Algorithm
265,3,4.204733811943119,EpsilonGreedy Algorithm
266,3,3.6934134825526828,EpsilonGreedy Algorithm
267,3,3.9465517382880977,EpsilonGreedy Algorithm
268,3,3.051934031893632,EpsilonGreedy Algorithm
269,3,2.7675148881612532,EpsilonGreedy Algorithm
270,3,2.497479075984053,EpsilonGreedy Algorithm
271,3,4.305181515538592,EpsilonGreedy Algorithm
272,3,3.868609631067281,EpsilonGreedy Algorithm
273,3,4.815445188680071,EpsilonGreedy Algorithm
274,3,4.931445767174404,EpsilonGreedy Algorithm
275,3,6.210909518942814,EpsilonGreedy Algorithm
276,3,5.507279892778313,EpsilonGreedy Algorithm
277,3,2.68406681558462,EpsilonGreedy Algorithm
278,3,5.361541142404374,EpsilonGreedy Algorithm
279,3,2.9434841544112595,EpsilonGreedy Algorithm
280,3,2.581212749515805,EpsilonGreedy Algorithm
281,3,4.73712832483633,EpsilonGreedy Algorithm
282,3,3.287931896999574,EpsilonGreedy Algorithm
283,3,4.5280074609699605,EpsilonGreedy Algorithm
284,3,4.846043936804882,EpsilonGreedy Algorithm
285,3,3.2151658956362557,EpsilonGreedy Algorithm
286,3,3.1850032700378588,EpsilonGreedy Algorithm
287,3,5.7609776271702,EpsilonGreedy Algorithm
288,3,5.160729592901229,EpsilonGreedy Algorithm
289,3,3.2312137310776237,EpsilonGreedy Algorithm
290,3,4.404469491045409,EpsilonGreedy Algorithm
291,3,3.1267545128179206,EpsilonGreedy Algorithm
292,3,4.647715413483857,EpsilonGreedy Algorithm
293,3,3.2051203747641384,EpsilonGreedy Algorithm
294,3,5.414131968007636,EpsilonGreedy Algorithm
295,3,4.149475996869137,EpsilonGreedy Algorithm
296,3,3.8220280425289874,EpsilonGreedy Algorithm
297,3,4.204448229090207,EpsilonGreedy Algorithm
298,3,4.196093723509855,EpsilonGreedy Algorithm
299,3,3.870890397001594,EpsilonGreedy Algorithm
300,3,3.9781811843012034,EpsilonGreedy Algorithm
301,3,3.841935366767494,EpsilonGreedy Algorithm
302,3,3.84998009606465,EpsilonGreedy Algorithm
303,3,4.31078300692444,EpsilonGreedy Algorithm
304,3,3.6979303684452334,EpsilonGreedy Algorithm
305,3,5.546684350537451,EpsilonGreedy Algorithm
306,3,5.353133016375068,EpsilonGreedy Algorithm
307,3,2.6600551717706513,EpsilonGreedy Algorithm
308,3,4.101369882019744,EpsilonGreedy Algorithm
309,3,4.3667999356841305,EpsilonGreedy Algorithm
310,3,2.7073086510307105,EpsilonGreedy Algorithm
311,3,3.5577946750688803,EpsilonGreedy Algorithm
312,3,1.4714617550925504,EpsilonGreedy Algorithm
313,3,2.0948378079802907,EpsilonGreedy Algorithm
314,3,4.097087232667674,EpsilonGreedy Algorithm
315,3,5.485941834617269,EpsilonGreedy Algorithm
316,3,4.48135955474609,EpsilonGreedy Algorithm
317,3,3.8127043024402947,EpsilonGreedy Algorithm
318,3,2.9267192887991422,EpsilonGreedy Algorithm
319,3,3.576344900438548,EpsilonGreedy Algorithm
320,3,4.427535159097882,EpsilonGreedy Algorithm
321,3,1.6012603259435791,EpsilonGreedy Algorithm
322,3,3.5864362974456805,EpsilonGreedy Algorithm
323,3,4.484107558510462,EpsilonGreedy Algorithm
324,3,4.543268147816145,EpsilonGreedy Algorithm
325,3,3.8541401607090533,EpsilonGreedy Algorithm
326,3,2.886144925889356,EpsilonGreedy Algorithm
327,3,3.8280339954851206,EpsilonGreedy Algorithm
328,3,2.911383736189606,EpsilonGreedy Algorithm
329,3,3.6828644999743387,EpsilonGreedy Algorithm
330,3,3.4623182753042645,EpsilonGreedy Algorithm
331,3,3.49668136200894,EpsilonGreedy Algorithm
332,3,3.0789178242743023,EpsilonGreedy Algorithm
333,3,6.312834156534448,EpsilonGreedy Algorithm
334,3,2.632072618020871,EpsilonGreedy Algorithm
335,3,3.922374559114565,EpsilonGreedy Algorithm
336,3,3.629356535710537,EpsilonGreedy Algorithm
337,3,3.9706370668648336,EpsilonGreedy Algorithm
338,3,2.0806772675859015,EpsilonGreedy Algorithm
339,3,4.4125936572702225,EpsilonGreedy Algorithm
340,3,3.1723570648083865,EpsilonGreedy Algorithm
341,3,3.7794264213950926,EpsilonGreedy Algorithm
342,3,5.104009259977082,EpsilonGreedy Algorithm
343,3,5.100870093074229,EpsilonGreedy Algorithm
344,3,3.82211016285909,EpsilonGreedy Algorithm
345,3,4.467879107232954,EpsilonGreedy Algorithm
346,3,3.172230150913824,EpsilonGreedy Algorithm
347,3,2.30237859742448,EpsilonGreedy Algorithm
348,3,2.1718295683225026,EpsilonGreedy Algorithm
349,3,3.1497841170365484,EpsilonGreedy Algorithm
350,3,6.943591335941756,EpsilonGreedy Algorithm
351,3,4.773107808981559,EpsilonGreedy Algorithm
352,3,3.630704491535859,EpsilonGreedy Algorithm
353,3,3.843151216849322,EpsilonGreedy Algorithm
354,3,3.615162759418795,EpsilonGreedy Algorithm
355,3,4.634793209593475,EpsilonGreedy Algorithm
356,3,4.039786531250405,EpsilonGreedy Algorithm
357,3,3.150846427760137,EpsilonGreedy Algorithm
358,3,4.540450894292559,EpsilonGreedy Algorithm
359,3,3.544498582988788,EpsilonGreedy Algorithm
360,3,4.978082016852093,EpsilonGreedy Algorithm
361,3,3.9806516743774467,EpsilonGreedy Algorithm
362,3,2.475334900188038,EpsilonGreedy Algorithm
363,3,5.020552250207152,EpsilonGreedy Algorithm
364,3,5.307509078301481,EpsilonGreedy Algorithm
365,3,4.065612368023423,EpsilonGreedy Algorithm
366,3,4.00126447940155,EpsilonGreedy Algorithm
367,3,5.369431448781427,EpsilonGreedy Algorithm
368,3,4.912854549804115,EpsilonGreedy Algorithm
369,3,4.718428553986904,EpsilonGreedy Algorithm
370,3,4.588934265473986,EpsilonGreedy Algorithm
371,3,3.7266926822947455,EpsilonGreedy Algorithm
372,3,3.779434470605909,EpsilonGreedy Algorithm
373,3,4.0223959206097915,EpsilonGreedy Algorithm
374,3,4.222051214236839,EpsilonGreedy Algorithm
375,3,4.927426201677491,EpsilonGreedy Algorithm
376,3,4.664695122107552,EpsilonGreedy Algorithm
377,3,5.623034412094899,EpsilonGreedy Algorithm
378,3,4.896184100990924,EpsilonGreedy Algorithm
379,3,3.358078953297201,EpsilonGreedy Algorithm
380,3,4.920221812436599,EpsilonGreedy Algorithm
381,3,4.323385376542644,EpsilonGreedy Algorithm
382,3,4.034797311437948,EpsilonGreedy Algorithm
383,3,4.051979372717601,EpsilonGreedy Algorithm
384,3,3.767515410183507,EpsilonGreedy Algorithm
385,3,4.6253471973910445,EpsilonGreedy Algorithm
386,3,4.534735133707216,EpsilonGreedy Algorithm
387,3,4.377200335486817,EpsilonGreedy Algorithm
388,3,2.5803115538572374,EpsilonGreedy Algorithm
389,3,2.4194895017180977,EpsilonGreedy Algorithm
390,3,3.3233339658375503,EpsilonGreedy Algorithm
391,3,4.529237689663047,EpsilonGreedy Algorithm
392,3,5.300766865109152,EpsilonGreedy Algorithm
393,3,4.155841677607141,EpsilonGreedy Algorithm
394,3,3.968421892396376,EpsilonGreedy Algorithm
395,3,3.662221122772332,EpsilonGreedy Algorithm
396,3,2.2135363143088043,EpsilonGreedy Algorithm
397,3,1.3473723270344782,EpsilonGreedy Algorithm
398,3,2.308895683951258,EpsilonGreedy Algorithm
399,3,4.150440013110294,EpsilonGreedy Algorithm
400,3,4.060450525298792,EpsilonGreedy Algorithm
401,3,3.9174153098076205,EpsilonGreedy Algorithm
402,3,5.6288842473422855,EpsilonGreedy Algorithm
403,3,1.5359501425893995,EpsilonGreedy Algorithm
404,3,4.653904613574112,EpsilonGreedy Algorithm
405,3,4.067902374464336,EpsilonGreedy Algorithm
406,3,3.876677149043521,EpsilonGreedy Algorithm
407,3,3.594383353389782,EpsilonGreedy Algorithm
408,3,3.3034118193830255,EpsilonGreedy Algorithm
409,3,4.453441531564347,EpsilonGreedy Algorithm
410,3,5.212084902412378,EpsilonGreedy Algorithm
411,3,5.233035496310486,EpsilonGreedy Algorithm
412,3,3.4789310813526444,EpsilonGreedy Algorithm
413,3,4.464989502691168,EpsilonGreedy Algorithm
414,3,4.048184121497865,EpsilonGreedy Algorithm
415,3,3.913724530932656,EpsilonGreedy Algorithm
416,3,3.7778297553323035,EpsilonGreedy Algorithm
417,3,6.602137338633616,EpsilonGreedy Algorithm
418,3,3.4654435743863092,EpsilonGreedy Algorithm
419,3,4.776800367695281,EpsilonGreedy Algorithm
420,3,5.185689534967509,EpsilonGreedy Algorithm
421,3,4.959521154754207,EpsilonGreedy Algorithm
422,3,1.7637318438171943,EpsilonGreedy Algorithm
423,3,4.047873908310471,EpsilonGreedy Algorithm
424,3,2.193181417930133,EpsilonGreedy Algorithm
425,3,2.7070647932575005,EpsilonGreedy Algorithm
426,3,3.299612327988285,EpsilonGreedy Algorithm
427,3,2.1138267860454625,EpsilonGreedy Algorithm
428,3,2.8378849562189252,EpsilonGreedy Algorithm
429,3,3.3980801661082447,EpsilonGreedy Algorithm
430,3,3.8415272974352996,EpsilonGreedy Algorithm
431,3,4.723311699004077,EpsilonGreedy Algorithm
432,3,4.507535354888845,EpsilonGreedy Algorithm
433,3,6.587850701947627,EpsilonGreedy Algorithm
434,3,4.77099631753573,EpsilonGreedy Algorithm
435,3,3.1971467941596625,EpsilonGreedy Algorithm
436,3,2.849710117190221,EpsilonGreedy Algorithm
437,3,4.492214116741674,EpsilonGreedy Algorithm
438,3,4.089159386004148,EpsilonGreedy Algorithm
439,3,4.332161049181322,EpsilonGreedy Algorithm
440,3,4.3254138193203895,EpsilonGreedy Algorithm
441,3,5.5706997536153535,EpsilonGreedy Algorithm
442,3,5.79289537298199,EpsilonGreedy Algorithm
443,3,6.323193274389723,EpsilonGreedy Algorithm
444,3,3.586661982611491,EpsilonGreedy Algorithm
445,3,4.948142615463813,EpsilonGreedy Algorithm
446,3,4.1588813315596935,EpsilonGreedy Algorithm
447,3,3.1831157730392348,EpsilonGreedy Algorithm
448,3,3.5756857120098866,EpsilonGreedy Algorithm
449,3,3.8645570775675564,EpsilonGreedy Algorithm
450,3,4.05004764406575,EpsilonGreedy Algorithm
451,3,4.845696510731172,EpsilonGreedy Algorithm
452,3,4.717911174602996,EpsilonGreedy Algorithm
453,3,3.795516722025908,EpsilonGreedy Algorithm
454,3,3.81505128705247,EpsilonGreedy Algorithm
455,3,5.232408393964549,EpsilonGreedy Algorithm
456,3,4.554556544850369,EpsilonGreedy Algorithm
457,3,3.714756886639067,EpsilonGreedy Algorithm
458,3,4.0741485577537135,EpsilonGreedy Algorithm
459,3,3.908907966937523,EpsilonGreedy Algorithm
460,3,2.6479348192996044,EpsilonGreedy Algorithm
461,3,4.08752160728417,EpsilonGreedy Algorithm
462,3,3.476656798090953,EpsilonGreedy Algorithm
463,3,2.7339041207982664,EpsilonGreedy Algorithm
464,3,4.457528080171184,EpsilonGreedy Algorithm
465,3,4.2643451998634,EpsilonGreedy Algorithm
466,3,3.087704429835844,EpsilonGreedy Algorithm
467,3,3.3757234266827147,EpsilonGreedy Algorithm
468,3,3.2912468680511355,EpsilonGreedy Algorithm
469,3,3.307810621662808,EpsilonGreedy Algorithm
470,3,5.198457002192838,EpsilonGreedy Algorithm
471,3,4.503477749245401,EpsilonGreedy Algorithm
472,3,0.7683714130245849,EpsilonGreedy Algorithm
473,3,3.076124487969975,EpsilonGreedy Algorithm
474,3,2.606118433589529,EpsilonGreedy Algorithm
475,3,4.886020510017546,EpsilonGreedy Algorithm
476,3,3.306672311619239,EpsilonGreedy Algorithm
477,3,4.1384481691291635,EpsilonGreedy Algorithm
478,3,4.403870612961445,EpsilonGreedy Algorithm
479,3,4.067004580116868,EpsilonGreedy Algorithm
480,3,3.649616460480928,EpsilonGreedy Algorithm
481,3,4.901446359422815,EpsilonGreedy Algorithm
482,3,5.065252798821657,EpsilonGreedy Algorithm
483,3,3.36633978400461,EpsilonGreedy Algorithm
484,3,3.0057052461715434,EpsilonGreedy Algorithm
485,0,3.2374024291009307,EpsilonGreedy Algorithm
486,3,3.417260876292153,EpsilonGreedy Algorithm
487,3,5.311114252925451,EpsilonGreedy Algorithm
488,3,6.172040769772954,EpsilonGreedy Algorithm
489,3,4.965791592195768,EpsilonGreedy Algorithm
490,3,3.3832662257576374,EpsilonGreedy Algorithm
491,3,4.015346995138146,EpsilonGreedy Algorithm
492,3,4.784691200866537,EpsilonGreedy Algorithm
493,3,4.628081726744099,EpsilonGreedy Algorithm
494,3,4.910420918720851,EpsilonGreedy Algorithm
495,3,2.7874025288088826,EpsilonGreedy Algorithm
496,3,4.486535607840101,EpsilonGreedy Algorithm
497,3,5.8911448635145005,EpsilonGreedy Algorithm
498,3,3.429956299845501,EpsilonGreedy Algorithm
499,3,3.8070401052105005,EpsilonGreedy Algorithm
500,3,3.2079087584730592,EpsilonGreedy Algorithm
501,3,3.267633078806858,EpsilonGreedy Algorithm
502,3,4.407288886405875,EpsilonGreedy Algorithm
503,3,4.225325062960245,EpsilonGreedy Algorithm
504,3,5.065321833996281,EpsilonGreedy Algorithm
505,3,3.86633051859839,EpsilonGreedy Algorithm
506,3,4.586328715368873,EpsilonGreedy Algorithm
507,3,3.736018610853442,EpsilonGreedy Algorithm
508,3,3.520466233542082,EpsilonGreedy Algorithm
509,3,3.9754379803706827,EpsilonGreedy Algorithm
510,3,4.15424684560978,EpsilonGreedy Algorithm
